team #,match #,alliance color,starting level,preload,no show,moved forward,auto piece placed,double auto,ship cargo,level 1 cargo,level 2 cargo,level 3 cargo,ship hatches,level 1 hatches,level 2 hatches,level 3 hatches,hatches dropped,cargo dropped,hab attempt level,hab success,hab level reached,climb time,dead,defense,defended
7719,37,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0
2791,37,1,2,1,0,1,1,0,1,0,2,2,0,1,2,2,0,0,2,1,1,0,0,0,0
2771,37,1,1,1,0,1,1,0,0,1,2,2,1,2,1,0,0,0,1,1,0,0,0,0,0
7719,37,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
2791,37,1,1,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,3,2,3,9,0,0,0
3542,38,0,1,1,0,1,1,0,3,0,0,0,2,2,2,0,0,0,3,2,3,10,0,0,1
3667,38,0,2,1,0,1,1,0,3,1,0,0,1,1,0,0,0,1,1,2,1,0,0,1,1
236,38,0,1,2,0,1,1,0,0,0,0,0,0,1,1,0,2,1,1,2,1,0,0,0,1
772,38,1,2,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,2,2,2,13,0,0,0
16,38,1,1,1,0,1,1,0,2,0,1,2,0,2,2,2,0,0,3,1,1,0,0,0,0
5567,38,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,8,0,2,0
503,39,0,1,1,0,1,1,0,4,1,0,0,1,0,0,0,0,2,3,1,1,0,0,0,1
7885,39,0,2,1,0,1,1,0,0,0,0,0,1,3,0,0,3,0,2,1,0,0,0,0,1
3624,39,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,2,1
5348,39,1,2,2,0,1,1,0,6,1,0,0,2,0,0,0,0,0,1,2,1,0,0,0,1
1218,39,1,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,3,2,3,5,0,2,2
3707,39,1,1,1,0,1,0,0,0,2,0,0,1,4,1,0,1,0,3,1,1,0,0,0,1
4381,40,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,3,2,3,17,0,0,1
6806,40,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
217,40,0,1,1,0,1,1,0,3,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,2
3604,40,1,2,2,0,1,1,0,6,3,0,0,0,0,0,0,0,3,2,1,1,0,0,0,1
836,40,1,1,1,0,1,1,1,0,2,0,0,3,1,0,0,0,0,3,2,3,10,0,0,1
771,40,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0
449,41,0,1,1,0,1,1,0,1,2,0,0,2,2,0,0,0,0,3,1,1,0,0,0,0
2830,41,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,7,0,2,0
3555,41,0,2,1,0,1,0,0,4,2,0,0,1,2,0,0,0,1,2,1,1,0,0,0,0
5951,41,1,1,1,0,1,0,0,5,1,0,0,1,0,0,0,1,0,2,2,2,4,0,0,0
88,41,1,2,1,0,1,1,0,0,2,1,0,0,2,0,0,0,1,3,2,3,5,0,0,1
4481,41,1,2,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,2,2,2,7,0,0,1
4143,42,0,2,1,0,1,1,0,0,1,0,0,0,2,2,2,0,1,1,2,1,0,0,0,1
250,42,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0
5084,42,0,2,1,0,1,0,0,4,2,0,0,1,0,0,0,1,0,3,2,3,18,0,0,0
7480,42,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,4,0,1,0
190,43,0,2,1,0,1,1,0,0,0,0,0,1,2,0,1,0,2,2,2,2,11,0,0,1
2502,43,0,2,2,0,1,0,0,6,0,0,0,0,0,0,0,0,1,3,2,3,11,0,0,1
2500,43,1,1,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,1,2,1,0,0,1,1
7651,43,1,2,2,0,1,0,0,2,2,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1
7673,43,1,2,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,2,2,9,0,0,0
1781,44,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,2,3,11,0,2,0
175,44,0,2,1,0,1,0,0,5,1,2,1,0,0,0,0,1,0,2,2,2,12,0,0,0
1918,44,0,2,1,0,1,1,0,2,0,1,1,1,0,0,2,0,1,1,1,0,0,0,0,0
1317,44,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
225,44,1,2,1,0,1,1,0,0,1,1,2,0,2,2,2,0,0,3,2,3,8,0,0,1
3381,44,1,1,2,0,1,0,0,4,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,1
1024,45,0,1,1,0,1,1,0,0,0,0,0,2,3,2,0,0,0,1,2,1,0,0,0,1
6401,45,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,8,0,2,0
3044,45,0,2,2,0,1,0,0,7,1,0,0,0,0,0,0,0,0,2,2,2,10,0,0,0
3926,45,1,2,1,0,1,1,0,0,0,0,0,3,2,0,0,0,0,3,2,3,14,0,0,0
353,45,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,0
125,45,1,1,1,0,1,1,0,2,0,0,0,0,0,2,2,0,1,3,2,3,5,0,0,2
103,46,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,3,1,0,0,0,0,2
5501,46,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,2,0
5951,46,0,2,1,0,1,1,0,5,1,0,0,0,0,0,0,0,0,2,2,2,9,0,0,1
771,46,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,2,0
7885,46,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0
4253,46,1,1,2,0,1,1,0,7,0,0,0,1,0,0,0,0,1,3,2,3,5,0,0,0
836,47,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,3,2,3,12,0,2,0
1676,47,0,2,1,0,1,1,0,1,1,1,4,0,0,0,2,0,1,2,2,2,5,0,0,0
3542,47,0,1,1,0,1,1,0,1,1,1,1,1,2,2,2,0,0,1,2,1,0,0,0,0
2337,47,1,2,1,0,1,1,0,1,1,0,0,0,2,2,0,0,0,3,2,3,8,0,0,1
4143,47,1,1,1,0,1,1,0,3,0,0,0,0,1,0,1,2,0,2,2,2,7,0,0,1
1218,47,1,2,1,0,1,0,0,3,1,0,0,2,0,0,0,0,1,2,2,2,7,0,0,0
7673,48,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0
51,48,0,2,2,0,1,1,0,2,0,0,0,2,0,0,0,0,1,3,2,3,6,0,0,2
2502,48,0,2,2,0,1,0,0,3,1,0,0,0,2,0,0,0,0,3,2,3,25,0,0,0
3604,48,1,2,2,0,1,1,0,7,3,0,0,0,0,0,0,0,0,3,2,3,9,0,0,0
250,48,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1
1923,48,1,1,1,0,1,1,0,1,0,1,0,2,4,2,0,1,0,1,2,1,0,0,0,0
1317,49,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,0,2,0
5811,49,0,1,1,0,1,1,0,4,2,0,0,3,2,0,0,1,0,1,2,1,0,0,0,0
3667,49,0,2,1,0,1,1,0,2,2,0,0,3,2,0,0,0,1,3,2,3,9,0,0,1
3146,49,1,2,1,0,1,1,0,3,2,0,0,2,2,0,0,0,2,3,2,3,9,0,0,0
1690,49,1,1,1,0,1,1,1,2,0,2,0,0,1,2,2,1,0,2,1,1,0,0,0,1
1792,50,0,1,1,0,1,1,0,0,0,0,0,1,0,3,0,1,0,3,2,3,16,0,0,0
3624,50,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,2,0
3555,50,0,2,1,0,1,1,0,4,2,0,0,1,2,0,0,0,1,2,1,1,0,0,0,0
3044,50,1,2,2,0,1,0,0,3,1,4,0,0,0,0,0,0,0,1,2,1,0,0,0,0
1918,50,1,2,1,0,1,1,0,3,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0
16,50,1,1,1,0,1,1,0,2,1,2,0,0,0,2,0,0,0,3,2,3,8,0,0,0
217,51,0,1,1,0,1,1,0,0,2,2,0,0,1,1,2,0,1,1,2,1,0,0,0,1
7651,51,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,0
772,51,0,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,2,3,2,3,15,0,0,1
449,51,1,1,1,0,1,0,0,1,2,0,0,1,3,0,0,1,0,3,2,3,10,0,0,0
191,51,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0
3618,51,1,2,2,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
2771,52,0,1,1,0,1,1,0,2,0,1,0,0,0,0,0,0,3,3,2,3,11,0,0,2
175,52,0,2,1,0,1,0,0,1,0,0,0,0,1,1,2,1,0,2,2,2,9,0,0,1
2500,52,0,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,1,1
3926,52,1,2,1,0,1,1,0,0,0,0,0,3,1,0,0,1,0,2,2,2,6,0,0,1
2830,52,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
5348,52,1,2,2,0,1,1,0,5,0,0,0,0,0,0,0,0,1,3,2,3,8,0,0,1
6401,53,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,6,0,2,0
1781,53,0,1,1,0,1,1,0,2,0,0,0,1,0,0,0,1,0,3,2,3,11,0,0,1
6806,53,0,2,2,0,1,1,0,3,0,0,0,0,0,0,0,1,0,2,2,2,7,0,0,1
5501,53,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,0,2,1
7480,53,1,1,1,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1
1058,53,1,1,1,0,1,1,0,0,0,0,0,0,2,0,2,1,0,2,2,2,5,0,0,2
868,54,0,2,1,0,1,0,0,2,2,0,0,1,1,1,0,0,1,3,2,3,4,0,0,1
4253,54,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0
103,54,0,1,1,0,1,1,0,4,2,0,0,1,2,0,0,0,1,1,2,1,0,0,0,0
225,54,1,2,1,0,1,1,0,2,2,0,0,0,2,0,1,0,1,3,2,3,9,0,0,2
125,54,1,1,1,0,1,1,0,0,1,2,2,0,2,2,2,3,0,3,1,0,0,0,0,0
236,54,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0
2265,55,0,1,1,0,1,1,0,3,0,0,0,2,0,0,0,0,0,2,2,2,14,0,0,0
353,55,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,9,0,2,0
7719,55,0,2,2,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0
3381,55,1,1,2,0,1,1,0,4,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,1
3707,55,1,1,1,0,1,1,0,2,2,0,0,0,2,0,0,0,0,1,2,1,0,0,1,0
2791,55,1,2,1,0,1,1,0,0,2,2,2,0,2,2,2,0,1,3,2,3,6,0,0,0
1024,56,0,2,1,0,1,1,0,0,0,0,0,1,3,3,0,0,0,1,2,1,0,0,0,0
245,56,0,2,1,0,1,0,0,5,1,0,0,3,1,0,0,0,0,1,2,1,0,0,0,1
503,56,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,0,0,2
5567,56,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,2,8,0,2,2
5084,56,1,2,1,0,1,0,0,5,0,1,0,0,1,0,0,0,0,2,2,2,5,0,0,0
190,56,1,2,1,0,1,0,0,1,2,0,0,0,1,1,2,1,0,3,2,3,10,0,0,0
4381,57,0,1,1,0,1,1,0,3,1,1,0,1,0,0,0,0,1,1,2,1,0,0,0,1
1918,57,0,2,1,0,1,1,0,1,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0,1
365,57,0,1,1,0,1,0,0,3,0,0,0,2,0,0,0,0,1,3,2,3,11,0,0,0
4381,57,0,1,1,0,1,1,0,2,0,1,1,1,1,0,0,1,1,1,2,1,0,0,0,1
1918,57,0,2,1,0,1,1,0,1,0,2,1,0,2,2,2,0,0,1,2,1,0,0,0,1
365,57,0,2,1,0,1,1,0,5,0,0,0,2,1,0,0,0,0,3,2,3,10,0,0,0
3542,57,1,1,1,0,1,1,0,0,2,1,0,1,2,2,0,2,1,0,0,0,0,0,0,1
7462,57,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
4481,57,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,2,0
3542,57,1,1,1,0,1,1,0,0,2,2,2,1,2,2,2,0,1,1,2,1,0,0,0,0
7462,57,1,2,1,0,1,0,0,4,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0
4481,57,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,2,3,6,0,2,0
2502,58,0,2,2,0,1,0,0,4,2,0,0,0,0,0,0,0,0,3,2,3,15,0,0,1
1792,58,0,1,1,0,1,1,0,0,0,0,0,2,1,1,0,1,0,2,2,2,7,0,0,1
103,58,0,1,1,0,1,0,0,3,1,0,0,1,2,0,1,1,0,2,2,2,3,0,0,1
175,58,1,2,1,0,1,0,0,0,0,2,0,0,0,1,2,1,0,2,2,2,6,0,0,0
5811,58,1,1,1,0,1,1,0,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
6806,58,1,2,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,2,2,6,0,1,1
5501,59,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,0,2,0
236,59,0,2,1,0,1,1,0,2,0,0,0,1,1,0,1,0,1,1,2,1,0,0,0,1
1690,59,0,1,1,0,1,1,1,3,1,1,0,1,1,2,0,0,0,3,2,3,8,0,0,2
250,59,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0
217,59,1,1,1,0,1,0,0,0,2,0,0,1,2,0,0,0,2,2,2,2,10,0,0,2
1218,59,1,2,1,0,1,1,0,3,0,0,0,1,0,0,0,0,1,3,2,3,6,0,0,0
3146,60,0,2,1,0,1,1,0,2,2,0,0,1,2,0,0,0,1,3,2,3,7,0,0,1
191,60,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,2,0
4253,60,0,1,2,0,1,0,0,3,0,0,0,0,1,0,0,0,2,1,2,1,0,0,0,1
3555,60,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,5,0,2,0
3381,60,1,1,2,0,1,0,0,7,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1
1058,60,1,1,1,0,1,1,0,0,0,0,0,1,3,0,0,1,1,3,2,3,13,0,0,1
7719,61,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,2
16,61,0,1,1,0,1,1,0,3,0,1,0,2,2,2,1,0,0,3,2,3,12,0,0,0
7651,61,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0
771,61,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0
2337,61,1,2,1,0,1,1,0,2,1,0,0,2,2,1,0,0,0,3,2,3,10,0,0,0
5084,61,1,2,1,0,1,1,0,0,1,1,0,2,2,0,0,1,0,2,2,2,9,0,0,1
4143,62,0,1,1,0,1,1,0,3,0,2,1,0,1,0,0,0,0,3,2,3,13,0,0,0
125,62,0,1,1,0,1,1,0,0,1,2,1,0,1,3,2,0,0,3,1,1,0,0,0,0
5951,62,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2,2,2,11,0,2,0
1923,62,1,1,1,0,1,1,0,0,1,0,0,0,2,1,0,1,1,3,1,1,0,0,0,1
3707,62,1,1,1,0,1,1,0,2,2,2,0,0,2,2,1,1,0,1,2,1,0,0,0,1
4381,62,1,1,1,0,1,1,0,5,0,0,0,1,0,0,0,0,2,3,2,3,14,0,0,1
1676,63,0,2,1,0,1,1,0,3,0,0,1,0,0,0,2,0,0,1,2,1,0,2,0,1
4481,63,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,4,0,2,0
868,63,0,2,1,0,1,1,0,1,2,2,1,0,2,2,2,0,0,2,1,1,0,0,0,0
51,63,1,2,1,0,1,0,0,5,0,0,0,1,0,0,0,0,1,3,2,3,5,0,0,0
353,63,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,11,0,2,0
190,63,1,1,1,0,1,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,2,0,2
3618,64,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1
3667,64,0,1,1,0,1,1,0,1,1,0,0,1,3,0,0,0,2,3,2,3,6,0,0,0
5567,64,0,1,1,0,1,1,0,0,0,0,0,1,0,3,0,1,0,2,2,2,8,0,0,2
5348,64,1,2,2,0,1,0,0,3,1,0,0,0,0,0,0,0,2,3,1,1,0,0,0,1
7673,64,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,2,0,1,2,1,0,0,0,0
6401,64,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0
88,65,0,2,1,0,1,1,0,6,1,0,0,1,2,0,0,0,2,3,2,3,7,0,0,0
1317,65,0,1,1,0,1,0,0,0,0,0,0,1,2,1,0,2,0,2,2,2,6,0,0,0
7480,65,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,11,0,2,0
2265,65,1,2,1,0,1,0,0,3,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,1
503,65,1,1,1,0,1,1,0,0,0,2,2,1,2,2,2,0,1,0,0,0,0,0,0,0
3926,65,1,2,1,0,1,1,0,0,0,0,0,2,1,0,0,2,0,3,2,3,9,0,0,2
365,66,0,2,1,0,1,0,0,0,1,1,0,0,1,2,2,0,1,1,2,1,0,0,0,1
5943,66,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,8,0,2,0
772,66,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2,3,15,0,0,0
2771,66,1,1,1,0,1,1,0,0,2,2,1,0,2,2,2,0,0,1,2,1,0,0,0,0
836,66,1,2,1,0,1,1,0,0,2,0,0,2,2,0,0,1,0,3,2,3,12,0,0,1
3044,66,1,2,2,0,1,1,0,6,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0
7885,67,0,2,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,2,1,0,0,0,1
2500,67,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,2,0
2791,67,0,2,1,0,1,1,1,1,2,2,2,0,2,2,2,0,1,1,2,1,0,0,0,0
1781,67,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,2,0
449,67,1,1,1,0,1,1,0,1,0,0,0,2,4,0,0,0,0,3,1,1,0,0,0,0
3604,67,1,2,2,0,1,1,0,6,1,0,0,0,0,0,0,0,1,3,1,1,0,0,0,2
7462,68,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,2,1,0,0,2,0
1024,68,0,2,1,0,1,1,0,1,0,0,0,1,1,2,0,0,1,2,1,1,0,0,0,0
225,68,0,2,1,0,1,1,0,3,1,2,0,1,2,0,0,0,2,3,2,3,12,0,0,1
3624,68,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0
2830,68,1,1,1,0,1,1,0,5,2,0,0,1,1,0,0,1,2,2,1,1,0,0,0,0
245,68,1,2,1,0,1,1,0,0,0,2,0,0,2,2,1,1,0,3,2,3,4,0,0,2
1218,69,0,2,1,0,1,0,0,2,2,0,0,0,0,0,0,1,0,3,2,3,7,0,0,0
5567,69,0,1,1,0,1,1,0,0,0,0,0,2,2,1,0,1,0,2,2,2,4,0,0,0
7673,69,0,2,1,0,1,1,0,3,0,0,0,0,2,0,0,0,1,2,1,1,0,0,0,0
5084,69,1,2,2,0,1,0,0,2,1,0,0,0,0,0,0,2,4,3,1,2,4,0,0,0
1792,69,1,1,1,0,1,0,0,0,0,0,0,1,2,2,0,1,0,2,1,1,0,0,0,1
3381,69,1,1,2,0,1,1,0,4,1,0,0,0,0,0,0,1,3,1,2,1,0,0,0,0
236,70,0,2,1,0,1,1,0,1,0,0,0,2,0,0,0,0,1,3,2,3,12,0,0,2
7651,70,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0
175,70,0,1,1,0,1,1,0,2,1,0,0,1,2,0,0,2,0,2,2,2,4,0,0,1
6401,70,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,6,0,2,0
1923,70,1,1,1,0,1,1,0,1,2,0,0,1,2,2,0,3,0,1,2,1,0,0,0,1
3146,70,1,2,1,0,1,1,0,2,2,0,0,0,2,1,0,0,0,3,2,3,12,0,0,1
1918,71,0,2,1,0,1,1,0,2,2,2,1,0,2,2,2,0,0,1,2,1,0,0,0,1
190,71,0,2,1,0,1,1,0,0,0,0,0,1,2,2,2,0,0,3,2,3,9,0,0,0
4253,71,0,1,1,0,1,1,0,3,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
51,71,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,6,2,2,0
2771,71,1,2,1,0,1,1,0,0,2,2,2,0,2,2,2,0,0,2,1,1,0,0,0,0
3707,71,1,1,1,0,1,1,0,6,2,2,0,0,2,2,1,0,0,3,2,3,8,0,0,0
3044,72,0,2,2,0,1,1,0,4,1,2,0,0,0,0,0,0,0,2,2,2,5,0,0,1
5951,72,0,2,1,0,1,1,0,3,2,0,0,0,3,0,0,0,0,2,2,2,9,0,0,0
365,72,0,1,1,0,1,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,0,0
2265,72,1,1,1,0,1,1,0,2,0,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0
6806,72,1,2,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,2,2,10,0,1,0
3618,72,1,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0
7480,73,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,0
217,73,0,1,1,0,1,1,0,0,2,2,2,0,2,2,2,0,0,3,2,3,11,0,0,0
2830,73,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2337,73,1,2,1,0,1,1,0,0,0,1,0,0,2,2,0,0,2,3,2,3,7,0,0,0
4381,73,1,1,1,0,1,1,0,3,1,0,0,1,0,0,2,0,0,2,1,1,0,0,0,0
103,73,1,1,1,0,1,1,0,3,3,2,0,0,2,2,0,1,0,2,1,1,0,0,0,1
7885,74,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,2,0
3555,74,0,2,1,0,1,1,0,4,2,0,0,1,2,0,0,0,1,2,2,2,5,0,0,0
1676,74,0,2,1,0,1,1,0,0,2,2,2,0,2,2,2,0,1,2,2,2,10,0,0,0
1317,74,1,1,2,0,1,1,0,1,1,0,0,0,1,0,0,2,0,2,1,1,0,0,0,1
245,74,1,2,1,0,1,1,0,6,0,0,0,2,0,1,0,0,0,3,2,3,7,0,0,1
7462,74,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
771,75,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0
5943,75,0,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,2,2,2,2,6,2,0,0
2500,75,0,1,1,0,1,1,0,0,0,0,0,3,1,0,0,3,0,1,2,1,0,0,0,0
3542,75,1,1,1,0,1,1,0,3,0,0,0,1,1,1,0,0,1,2,2,2,8,0,0,1
88,75,1,2,1,0,1,1,0,3,2,2,2,0,2,0,0,0,1,3,2,3,5,0,0,0
